GeneID	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9		
ENSG00000103168	206	876	303	969	1390	1296	1752	1597	1484		
ENSG00000011638	279	624	305	302	740	954	1796	848	427		
ENSG00000162066	62	145	292	319	265	254	513	232	422		
ENSG00000099364	190	208	223	312	253	266	491	470	387		
ENSG00000099385	136	284	226	292	399	379	711	651	456		
ENSG00000103549	420	1634	1030	1599	2258	3068	3387	2462	2584		
ENSG00000153066	398	593	476	607	2165	2459	2377	1704	1488		
ENSG00000153406	278	344	307	527	681	962	1270	795	485		
ENSG00000103253	54	119	120	191	187	157	325	373	208		
ENSG00000089505	2	31	11	13	29	28	39	30	32		
ENSG00000260084	0	2	0	0	0	3	1	2	0		
ENSG00000275383	1	1	1	1	3	3	2	2	0		
ENSG00000252040	0	0	0	0	0	0	0	0	0		
ENSG00000252640	0	0	0	0	0	0	0	0	0		
ENSG00000062038	524	2255	842	784	1241	1925	1189	487	1911		
ENSG00000260577	0	50	71	31	31	48	31	23	72		
ENSG00000260860	1	4	0	0	1	0	0	1	0		
ENSG00000261395	1	2	1	1	3	3	0	3	3		
ENSG00000039068	2529	15217	6323	7338	19826	25444	30930	13134	19158		
ENSG00000200558	0	0	0	0	0	0	0	0	0		
ENSG00000260798	0	1961	700	895	3397	4472	5177	1647	2489		
ENSG00000260459	3	18	10	16	26	67	72	43	28		
ENSG00000199979	0	0	0	0	0	0	0	0	1		
ENSG00000277211	0	0	0	0	0	0	0	1	0		
ENSG00000263253	0	0	0	0	0	0	0	0	0		
ENSG00000227624	0	0	1	0	0	0	0	0	0		
ENSG00000169347	1	5	15	2	61	25	71	184	31		
ENSG00000169344	24	0	37	0	0	0	0	0	0		
ENSG00000169340	0	0	0	0	1	0	0	0	0		
ENSG00000263237	0	0	0	0	0	0	0	0	0		
ENSG00000183549	1	8	12	1	28	13	16	6	2		
ENSG00000183747	3	0	3	0	1	0	2	0	0		
ENSG00000280306	0	0	0	0	0	0	0	0	0		
ENSG00000167194	0	0	0	1	1	0	2	0	0		
ENSG00000212379	0	0	0	0	0	0	0	0	0		
ENSG00000252271	0	0	0	0	0	0	0	0	0		
ENSG00000276131	0	14	15	47	30	60	54	54	71		
ENSG00000200556	0	0	0	0	0	0	0	0	0		
ENSG00000103037	98	948	440	999	2164	2042	2390	1194	1382		
ENSG00000125107	1260	6562	3340	5415	15887	13880	16186	8842	10409		
ENSG00000276259	0	0	0	0	0	0	0	0	0		
ENSG00000207493	1	0	1	0	6	2	1	2	3		
ENSG00000206952	0	0	0	0	0	0	0	0	0		
ENSG00000281910	0	0	0	0	0	0	0	0	0		
ENSG00000260865	0	0	0	0	0	0	0	0	0		
ENSG00000103042	139	383	234	518	949	1196	1421	514	760		
ENSG00000279889	0	0	0	0	0	4	1	0	0		
ENSG00000125166	634	2716	1013	1925	4959	4842	6440	3647	4647		
ENSG00000200424	0	0	0	0	0	0	0	0	0		
ENSG00000244003	0	0	0	0	0	0	0	0	0		
ENSG00000260451	0	0	0	0	1	0	0	0	0		
ENSG00000242423	0	0	0	0	0	0	0	0	0		
ENSG00000103479	463	3080	1012	2136	6210	4598	6167	2651	3317		
ENSG00000103494	52	293	113	279	564	476	679	397	421		
ENSG00000258947	3	31	15	34	20	23	32	43	60		
ENSG00000065457	198	700	329	843	1319	1631	1618	837	1036		
ENSG00000070729	1	1	1	0	16	3	3	3	1		
ENSG00000229917	0	0	0	3	1	1	1	1	1		
ENSG00000274038	1	1	0	2	2	4	0	0	1		
ENSG00000262020	0	0	0	0	0	0	1	0	0		
ENSG00000159579	291	1079	441	714	1875	1949	2216	1170	999		
ENSG00000260468	1	0	2	6	1	1	8	2	2		
ENSG00000213853	783	1280	1069	2059	2870	3011	3602	4212	2144		
ENSG00000256013	0	291	217	479	801	804	1011	1027	523		
ENSG00000260310	0	0	0	2	0	0	0	2	1		
ENSG00000234186	0	0	0	0	0	0	0	0	0		
ENSG00000166188	60	135	87	126	232	245	367	188	126		
ENSG00000229809	53	62	51	115	113	98	188	129	104		
ENSG00000166451	129	712	343	488	1182	1303	1748	847	1104		
ENSG00000205423	122	286	128	300	702	651	822	287	320		
ENSG00000205730	473	643	1094	1268	2446	1782	1911	1318	1204		
ENSG00000126856	0	0	0	0	1	0	0	2	2		
ENSG00000196155	268	262	171	695	1351	1840	2531	1069	1247		
ENSG00000090581	220	470	730	759	1123	895	1530	1091	1212		
ENSG00000066813	3	0	4	0	0	0	0	0	0		
ENSG00000260762	0	0	0	0	1	0	0	1	0		
ENSG00000005187	11	825	323	306	1276	1154	2191	386	553		
ENSG00000275315	0	0	0	0	0	0	0	0	0		
ENSG00000274730	0	0	0	0	0	0	0	0	0		
ENSG00000066654	353	1056	476	864	2691	2487	2984	1562	1537		
ENSG00000283399	0	2	1	3	10	15	6	2	3		
ENSG00000285303	0	0	1	0	0	3	1	0	0		
ENSG00000260510	1	2	2	1	6	6	10	6	1		
ENSG00000200893	0	1	1	1	6	6	2	1	2		
ENSG00000005189	39	128	100	134	212	345	339	184	162		
ENSG00000275908	0	1	0	0	2	0	1	0	0		
ENSG00000166743	2	10	3	4	11	17	11	16	4		
ENSG00000279357	0	4	0	3	8	2	10	8	3		
ENSG00000183044	30	222	212	335	1502	963	3902	260	660		
ENSG00000243954	0	0	0	0	1	0	0	0	0		
ENSG00000238417	0	0	0	0	0	0	0	0	0		
ENSG00000260764	0	0	0	0	0	0	0	0	0		
ENSG00000184857	31	192	139	267	759	698	1030	286	501		
ENSG00000153048	250	558	603	1015	1679	2080	2941	1630	1104		
ENSG00000261692	0	0	0	0	0	0	1	0	0		
ENSG00000287351	0	2	3	2	4	7	6	3	2		
ENSG00000252887	0	0	0	0	0	0	0	0	0		
ENSG00000270832	0	0	0	1	0	0	0	0	0		
ENSG00000086504	311	194	244	478	418	640	921	665	793		
ENSG00000129925	645	737	900	835	1019	962	2297	2190	2637		
ENSG00000103202	263	587	372	928	688	551	2167	792	859		
ENSG00000242612	50	196	165	305	275	261	816	529	434		
ENSG00000276984	0	0	0	0	1	1	6	0	0		
ENSG00000125144	42	195	50	106	201	228	714	833	22		
ENSG00000262120	0	0	0	0	1	0	0	0	0		
ENSG00000260734	0	0	0	0	0	0	0	0	0		
ENSG00000262008	0	0	0	0	1	0	0	0	0		
ENSG00000261611	0	0	0	3	1	0	7	3	0		
ENSG00000157429	14	63	19	45	150	151	162	90	63		
ENSG00000140835	2	10	335	1	51	1	2	286	2		
ENSG00000260015	0	2	24	0	4	0	1	30	0		
ENSG00000252339	0	0	0	0	1	0	2	2	1		
ENSG00000198650	0	4	2	2	23	10	8	16	11		
ENSG00000260593	1	43	33	16	40	27	68	56	42		
ENSG00000140832	118	873	413	445	1173	1004	1859	1206	770		
ENSG00000040199	70	936	336	972	1482	977	1874	859	869		
ENSG00000260185	0	40	13	43	63	54	86	37	43		
ENSG00000199301	0	0	0	0	0	1	1	0	0		
ENSG00000263666	0	0	0	0	0	1	0	0	0		
ENSG00000261513	0	2	4	6	3	3	8	2	0		
ENSG00000260612	0	0	0	0	2	0	3	0	0		
ENSG00000166747	690	2054	1185	1456	5280	4385	5631	3079	2929		
ENSG00000223224	0	0	0	0	1	0	1	2	2		
ENSG00000283057	0	0	0	0	1	0	2	0	0		
ENSG00000262140	0	0	0	1	5	0	2	0	0		
ENSG00000279592	0	44	20	50	48	46	68	67	35		
ENSG00000260326	1	0	1	0	0	1	4	1	1		
ENSG00000260939	0	0	0	0	0	0	0	0	0		
ENSG00000261291	1	0	0	0	4	1	9	0	3		
ENSG00000280227	0	0	0	0	0	0	0	0	0		
ENSG00000261056	1	3	1	2	9	5	2	1	2		
ENSG00000279589	0	2	0	1	5	3	1	3	0		
ENSG00000238645	0	0	0	0	0	0	0	0	0		
ENSG00000202193	0	0	0	0	0	0	0	0	0		
ENSG00000103546	0	0	0	0	4	2	0	0	0		
ENSG00000278928	0	0	0	0	0	0	0	0	0		
ENSG00000261330	1	1	1	1	1	0	2	0	1		
ENSG00000166509	0	0	0	0	9	2	1	0	0		
ENSG00000260731	2	1	3	0	0	0	1	0	1		
ENSG00000261776	0	0	0	0	0	0	0	0	0		
ENSG00000276007	3	20	5	17	43	50	13	29	23		
ENSG00000279991	0	0	0	0	1	0	0	0	0		
ENSG00000260969	0	0	0	0	2	3	1	1	0		
ENSG00000287106	0	0	0	0	1	2	1	0	0		
ENSG00000260014	0	1	0	0	1	0	0	0	1		
ENSG00000260733	0	0	0	2	0	0	0	2	0		
ENSG00000279887	0	0	0	0	0	0	0	0	0		
ENSG00000261837	0	0	0	0	0	1	0	0	1		
ENSG00000279129	0	0	0	1	1	2	0	0	0		
ENSG00000243101	0	4	1	7	1	4	2	4	9		
ENSG00000280115	0	0	0	0	0	0	0	0	0		
ENSG00000280190	0	0	0	0	0	0	0	0	0		
ENSG00000260816	2	0	0	2	5	3	2	4	0		
ENSG00000279732	0	0	0	0	0	2	0	0	0		
ENSG00000261537	0	0	0	0	2	5	0	0	0		
ENSG00000280274	0	0	0	1	0	0	0	0	0		
ENSG00000260694	0	0	0	0	0	0	0	0	0		
ENSG00000277954	1	3	5	2	44	17	30	2	1		
ENSG00000285918	1	0	2	3	13	12	8	4	1		
ENSG00000222244	0	0	0	0	0	0	0	0	0		
ENSG00000175595	73	164	114	253	663	553	563	358	331		
ENSG00000242307	1	0	0	1	1	1	4	0	1		
ENSG00000263234	0	0	0	0	0	0	0	0	0		
ENSG00000261856	0	0	0	0	0	0	0	0	0		
ENSG00000276564	5	16	5	15	23	16	36	30	33		
ENSG00000262529	0	0	0	0	0	0	0	0	0		
ENSG00000262470	1	1	0	1	0	1	0	0	0		
ENSG00000091262	34	60	67	189	264	519	623	86	354		
ENSG00000118898	1266	533	942	436	682	405	1412	534	400		
ENSG00000103184	1	4	0	4	9	9	19	10	3		
ENSG00000267072	0	0	0	0	0	0	0	0	0		
ENSG00000033011	97	437	405	605	1700	1760	1928	1358	1277		
ENSG00000162004	23	88	26	73	71	32	74	354	48		
ENSG00000134398	84	1633	414	698	2723	1050	2902	8635	1621		
ENSG00000261583	0	31	4	7	66	25	54	80	15		
ENSG00000279756	0	29	76	16	79	46	159	53	97		
ENSG00000166869	4	253	394	118	614	386	1144	232	657		
ENSG00000166501	214	126	30	94	726	564	308	168	142		
ENSG00000279276	0	0	0	0	0	0	0	0	0		
ENSG00000279202	0	0	0	0	0	0	0	0	0		
ENSG00000274466	0	0	0	0	0	0	0	0	0		
ENSG00000279554	0	0	0	0	3	3	0	0	0		
ENSG00000006116	0	0	0	0	0	0	0	0	0		
ENSG00000201541	0	0	0	0	0	0	0	0	0		
ENSG00000239081	0	0	0	0	0	0	0	0	0		
ENSG00000122257	347	1275	613	1369	3266	2988	3590	2020	2110		
ENSG00000261392	0	0	0	0	1	0	0	0	0		
ENSG00000182831	483	658	615	934	2276	2393	2562	1427	1161		
ENSG00000263244	0	0	0	0	0	0	0	0	0		
ENSG00000220793	1	1	2	0	5	6	6	1	5		
ENSG00000140650	148	1240	1123	1916	4233	4619	5769	4047	3663		
ENSG00000167005	327	726	375	681	1597	1861	1884	976	1025		
ENSG00000288725	0	0	0	0	0	0	0	0	0		
ENSG00000125124	106	781	347	496	1315	1376	1539	792	1110		
ENSG00000224470	348	1190	608	980	2692	2322	3337	1598	1527		
ENSG00000182149	896	3248	1381	2049	6898	7131	8568	3908	3856		
ENSG00000102984	15	85	46	85	127	142	167	127	81		
ENSG00000261765	0	0	0	0	1	1	2	0	0		
ENSG00000242176	0	0	0	0	1	0	1	0	1		
ENSG00000263311	1	0	0	0	1	0	2	0	0		
ENSG00000102967	29	288	114	327	504	513	502	557	529		
ENSG00000140829	454	1519	646	1252	2865	2860	3509	2338	2499		
ENSG00000166589	7	0	58	0	19	0	25	2	15		
ENSG00000166595	427	642	489	680	1023	1046	1741	1238	1413		
ENSG00000172831	249	1993	2044	1257	7072	2422	10429	3502	13124		
ENSG00000265408	0	0	0	0	1	0	0	0	0		
ENSG00000280416	0	307	270	174	1310	375	1668	502	2085		
ENSG00000172828	105	819	82	165	1556	646	1200	660	356		
ENSG00000280334	2	33	25	50	174	244	55	25	51		
ENSG00000265918	0	0	0	0	0	0	0	0	0		
ENSG00000067955	932	1418	638	1111	2543	2815	3802	2747	2631		
ENSG00000102878	40	605	122	529	506	313	777	1885	462		
ENSG00000103024	122	70	232	196	96	66	189	363	303		
ENSG00000285043	4	3	6	18	11	14	26	31	25		
ENSG00000159648	0	1	0	0	3	1	1	0	0		
ENSG00000185338	70	8	25	42	48	35	58	102	83		
ENSG00000213918	62	991	876	2289	2721	2931	3807	2655	3301		
ENSG00000168488	732	2139	1331	2419	4204	5351	6368	3738	3778		
ENSG00000197774	53	469	447	835	1019	880	1491	1575	1324		
ENSG00000167523	32	181	67	227	333	377	409	221	322		
ENSG00000168418	0	0	0	0	0	0	0	0	0		
ENSG00000103404	103	216	205	418	699	719	672	521	434		
ENSG00000205832	1	0	0	3	2	3	2	1	1		
ENSG00000277481	1	34	13	27	93	68	101	73	24		
ENSG00000008517	2002	1162	1277	2464	2429	3452	4868	1196	3118		
ENSG00000261284	0	0	0	0	0	0	0	0	0		
ENSG00000259874	0	0	0	0	0	0	0	0	0		
ENSG00000185947	216	428	287	436	1114	1210	1173	715	571		
ENSG00000259950	0	0	0	0	1	0	0	2	0		
ENSG00000261289	0	0	0	0	0	0	0	0	0		
ENSG00000197476	1	1	0	0	8	13	3	3	5		
ENSG00000260218	0	0	0	0	1	0	0	0	0		
ENSG00000261704	0	0	0	0	0	0	0	0	0		
ENSG00000223931	0	0	0	0	0	0	0	0	0		
ENSG00000260048	0	0	0	0	0	4	0	1	0		
ENSG00000270472	0	0	0	0	3	3	4	0	2		
ENSG00000279997	0	0	0	0	0	0	0	0	0		
ENSG00000260847	0	0	0	0	0	0	0	0	0		
ENSG00000260649	0	0	0	0	0	0	0	0	0		
ENSG00000260540	0	0	0	0	0	0	0	0	0		
ENSG00000260344	0	0	0	0	0	0	0	0	0		
ENSG00000103355	8	9	152	32	62	156	142	21	57		
ENSG00000177200	360	1304	646	511	3729	2439	2674	1818	1080		
ENSG00000135702	1	24	68	25	143	69	75	82	48		
ENSG00000174938	140	887	677	280	453	491	1161	1031	711		
ENSG00000259803	8	1	15	10	8	10	93	12	1		
ENSG00000255524	0	0	0	0	3	1	0	4	1		
ENSG00000180209	2	3	2	2	4	4	4	4	1		
ENSG00000180917	417	1122	358	686	2121	2345	3096	1012	944		
ENSG00000167377	4	24	7	33	51	45	47	36	38		
ENSG00000222375	0	0	0	0	2	0	11	0	0		
ENSG00000185905	49	24	9	33	139	134	53	370	36		
ENSG00000174992	30	3	11	9	11940	3581	9899	352	233		
ENSG00000280607	0	0	0	0	0	0	0	0	0		
ENSG00000167371	8	43	22	84	141	98	114	129	93		
ENSG00000280893	0	0	0	0	0	0	0	0	0		
ENSG00000280789	26	108	70	148	314	352	280	204	231		
ENSG00000281348	0	0	0	0	0	0	0	0	0		
ENSG00000013364	1899	2785	2813	3060	5276	5477	8659	9434	7448		
ENSG00000079616	303	717	363	1102	1976	2790	3282	1960	2214		
ENSG00000138834	386	1009	459	1468	1530	1149	2195	3432	1815		
ENSG00000285848	0	39	49	47	121	163	212	75	28		
ENSG00000103196	497	619	1035	827	2740	2934	3078	1414	521		
ENSG00000260859	0	1	0	2	4	3	1	1	0		
ENSG00000153786	461	1634	573	1033	2590	2235	3924	2045	2027		
ENSG00000275088	0	0	2	1	10	3	1	1	3		
ENSG00000287787	1	4	3	7	13	16	25	2	1		
ENSG00000270313	0	0	0	0	0	0	0	0	0		
ENSG00000179219	1	0	0	0	1	1	0	0	0		
ENSG00000266307	0	1	0	0	0	0	1	0	0		
ENSG00000135709	112	285	140	110	683	617	539	608	315		
ENSG00000286808	2	153	66	237	490	451	494	298	378		
ENSG00000140743	187	516	473	593	1521	2008	2632	1587	1186		
ENSG00000277041	0	0	0	0	1	0	0	1	1		
ENSG00000260973	0	0	0	1	0	1	2	0	3		
ENSG00000260905	0	0	0	0	0	0	0	0	0		
ENSG00000196678	105	673	294	557	1546	1604	1961	707	706		
ENSG00000188215	198	237	262	294	623	491	591	359	373		
ENSG00000102897	154	461	697	333	877	782	1202	522	652		
ENSG00000289491	0	0	0	0	0	0	0	0	0		
ENSG00000260439	0	18	7	18	49	38	39	19	20		
ENSG00000276931	4	7	4	7	23	22	21	23	21		
ENSG00000289281	1	0	1	0	0	0	0	0	0		
ENSG00000132600	176	677	306	967	1326	1208	1806	1636	1110		
ENSG00000261017	0	0	0	0	0	0	0	0	0		
ENSG00000261538	0	0	0	0	1	0	0	0	0		
ENSG00000121270	3	27	60	24	46	36	62	72	42		
ENSG00000132613	85	329	298	511	449	432	740	787	507		
ENSG00000140987	76	253	137	282	772	691	949	387	454		
ENSG00000184730	189	620	465	218	1202	813	2074	1047	960		
ENSG00000149922	46	20	20	27	29	37	43	23	31		
ENSG00000167208	99	34	43	75	415	413	299	627	90		
ENSG00000159720	498	1416	1031	1089	2986	3079	3934	2407	2995		
ENSG00000261701	0	0	1	0	1	3	5	1	0		
ENSG00000103021	26	343	54	475	595	421	643	336	588		
ENSG00000157106	1078	2105	2070	3251	7646	6774	8196	3994	3712		
ENSG00000257017	1	9	10	4	3	3	5	1	1		
ENSG00000261282	0	0	0	0	0	0	0	0	0		
ENSG00000103449	4	68	22	28	517	371	279	194	183		
ENSG00000180096	96	75	23	67	355	250	174	124	126		
ENSG00000157368	12	18	10	57	145	156	109	68	53		
ENSG00000103154	1	2	6	3	2	1	0	0	0		
ENSG00000149926	1	2	1	6	6	7	11	3	2		
ENSG00000140943	739	2577	1135	2014	5151	5235	6214	3088	2939		
ENSG00000279100	0	0	0	0	0	0	0	0	0		
ENSG00000260471	0	0	0	1	0	0	0	0	1		
ENSG00000261248	0	1	0	0	2	1	1	0	0		
ENSG00000275236	0	3	0	3	13	5	13	4	5		
ENSG00000103035	279	1994	1130	2058	3852	5553	6280	3100	3173		
ENSG00000239763	1	12	4	23	58	17	39	20	19		
ENSG00000260884	1	18	6	15	66	24	41	32	21		
ENSG00000140839	0	22	2	5	29	5	21	3	1		
ENSG00000261170	2	8	3	1	17	10	10	19	1		
ENSG00000251794	0	2	0	1	3	3	3	3	1		
ENSG00000207525	1	2	1	1	2	4	3	5	4		
ENSG00000240861	0	0	0	0	0	0	0	0	1		
ENSG00000196436	23	145	36	5	153	197	211	573	2		
ENSG00000140798	0	0	0	0	0	0	1	0	2		
ENSG00000205084	57	237	62	334	289	191	268	214	525		
ENSG00000103363	741	825	1235	1472	1464	1776	3676	2032	3116		
ENSG00000275504	0	0	0	0	0	0	0	0	0		
ENSG00000260999	0	31	16	36	69	105	50	42	46		
ENSG00000266801	0	0	1	0	1	1	3	1	0		
ENSG00000202497	0	0	0	0	0	0	0	0	0		
ENSG00000271129	0	0	0	0	0	0	0	0	0		
ENSG00000103044	1441	918	322	518	1232	1378	2164	515	608		
ENSG00000168802	2	7	3	3	16	8	15	9	9		
ENSG00000207083	0	0	0	0	0	0	0	0	0		
ENSG00000200164	0	2	0	2	0	0	0	1	1		
ENSG00000286140	0	0	0	0	0	0	0	0	0		
ENSG00000198736	146	205	261	535	692	706	1162	535	733		
ENSG00000140986	0	4	2	6	8	11	8	5	6		
ENSG00000140990	271	428	439	692	959	1031	1655	790	1035		
ENSG00000140988	6714	11972	10739	20140	15728	22381	30413	27801	27685		
ENSG00000206811	0	0	0	0	0	0	0	0	0		
ENSG00000207405	0	0	0	0	0	0	0	0	0		
ENSG00000255513	0	0	0	0	0	0	0	0	0		
ENSG00000273587	0	0	0	0	0	0	0	0	0		
ENSG00000179580	0	2	0	3	0	0	0	0	2		
ENSG00000277602	0	1	0	1	2	0	0	1	0		
ENSG00000183751	271	410	429	804	706	676	1065	2245	1103		
ENSG00000196408	0	159	70	67	387	172	284	1420	166		
ENSG00000127561	28	3	7	10	38	15	126	32	5		
ENSG00000260107	0	109	118	247	168	166	298	550	363		
ENSG00000265386	0	3	0	0	3	0	2	3	0		
ENSG00000065054	378	201	269	438	371	391	732	1442	561		
ENSG00000221656	0	0	0	0	0	0	0	0	0		
ENSG00000174109	56	78	118	162	233	225	315	268	292		
ENSG00000284395	0	2	0	0	1	0	0	1	0		
ENSG00000279930	0	2	1	4	6	6	4	6	4		
ENSG00000261641	0	100	212	267	193	171	388	397	539		
ENSG00000260051	6	33	10	45	68	66	78	94	95		
ENSG00000197599	4	7	4	22	19	5	10	11	6		
ENSG00000224310	0	0	0	0	0	0	0	0	0		
ENSG00000261669	0	5	0	5	10	5	7	3	5		
ENSG00000140750	334	770	482	836	2330	2282	2600	1637	1311		
ENSG00000103018	1432	2985	4608	2681	6746	8052	12365	3157	5362		
ENSG00000158865	1	1	4	14	3	8	6	4	0		
ENSG00000169955	31	94	40	101	290	267	358	186	154		
ENSG00000161980	105	155	261	247	399	542	607	457	451		
ENSG00000103152	110	203	268	372	279	257	765	1047	636		
ENSG00000149932	469	978	650	721	2147	2389	3430	1696	1519		
ENSG00000015413	10	335	1659	4623	5246	3498	5522	362	77		
ENSG00000166669	43	190	37	52	407	417	260	235	17		
ENSG00000140853	1437	972	451	2048	4053	3115	3071	4235	1918		
ENSG00000155393	120	731	269	476	1301	1125	1372	763	943		
ENSG00000232258	0	0	0	2	1	0	5	0	0		
ENSG00000103034	36	33	33	146	172	151	313	91	86		
ENSG00000176953	431	849	522	1209	3540	2917	3911	3457	1971		
ENSG00000289171	1	7	6	13	53	41	37	15	21		
ENSG00000140945	49	100	154	493	737	1671	1459	329	769		
ENSG00000277387	0	0	0	0	0	0	0	0	0		
ENSG00000280044	0	0	0	0	0	0	0	0	0		
ENSG00000260862	0	0	0	0	0	0	0	0	0		
ENSG00000286528	0	0	0	0	0	0	0	0	0		
ENSG00000263360	0	0	0	0	0	0	0	0	0		
ENSG00000263785	0	0	0	0	0	0	0	0	0		
ENSG00000230989	325	637	329	719	1816	2122	2149	983	798		
ENSG00000288849	0	0	0	0	0	0	0	0	0		
ENSG00000276571	1	2	1	3	10	9	7	7	4		
ENSG00000103550	74	432	299	859	1436	1445	1636	875	1531		
ENSG00000261312	0	86	68	185	249	270	315	213	361		
ENSG00000103540	209	340	268	644	1815	1164	1630	901	670		
ENSG00000261939	0	0	0	0	0	0	0	0	0		
ENSG00000167191	68	157	163	360	805	913	1518	340	283		
ENSG00000174628	24	109	92	226	446	715	777	235	272		
ENSG00000102981	49	96	28	26	45	59	81	131	116		
ENSG00000124074	91	117	105	158	132	128	239	299	146		
ENSG00000159761	19	6	11	7	19	36	33	48	16		
ENSG00000141098	145	455	190	466	880	1041	1167	897	799		
ENSG00000270165	0	4	2	3	16	4	12	3	6		
ENSG00000289164	3	4	2	6	6	12	11	3	3		
ENSG00000198156	1	1	2	3	9	9	5	12	4		
ENSG00000179583	501	404	337	1151	2531	1195	1351	774	711		
ENSG00000039523	308	610	388	943	822	967	1795	1025	1066		
ENSG00000280214	1	5	1	1	21	9	20	3	12		
ENSG00000102974	525	1245	555	1157	2782	3250	3215	2058	2164		
ENSG00000141084	192	929	319	760	1540	1953	2245	974	1152		
ENSG00000102904	4	178	62	203	440	441	732	362	255		
ENSG00000102901	129	729	273	753	1501	1510	2390	1343	1019		
ENSG00000168286	161	295	170	382	645	713	995	452	333		
ENSG00000262141	0	0	0	0	0	0	0	1	0		
ENSG00000038358	306	927	381	962	1503	1796	2110	1566	1438		
ENSG00000263126	1	7	7	14	10	7	11	12	12		
ENSG00000188038	0	0	0	0	0	0	0	1	0		
ENSG00000159792	102	499	222	592	912	1056	1829	929	850		
ENSG00000141086	0	58	31	99	152	155	330	142	124		
ENSG00000261884	12	22	6	52	115	67	82	34	52		
ENSG00000205220	251	242	171	326	258	210	551	338	379		
ENSG00000213398	34	74	34	58	293	113	258	86	85		
ENSG00000141096	2	2	1	0	7	8	4	5	0		
ENSG00000167261	18	33	25	30	194	96	129	43	29		
ENSG00000167264	67	185	103	202	454	544	506	252	342		
ENSG00000262962	0	0	0	3	0	0	0	1	0		
ENSG00000263201	0	0	0	0	1	0	0	0	0		
ENSG00000254852	1	1	1	4	3	4	3	5	2		
ENSG00000255037	0	0	0	1	0	0	0	0	0		
ENSG00000103512	389	1052	529	1111	2656	2728	3842	1287	2389		
ENSG00000270734	0	0	0	0	0	0	0	0	0		
ENSG00000257264	0	0	0	1	1	2	0	0	0		
ENSG00000284305	0	0	0	0	0	0	0	0	0		
ENSG00000179588	34	48	135	87	51	32	47	195	96		
ENSG00000263456	0	0	0	0	0	0	0	0	0		
ENSG00000261744	0	0	4	5	5	6	5	5	4		
ENSG00000158545	291	1019	584	1028	1423	1621	1976	1907	1846		
ENSG00000124391	65	1	2	0	2	0	0	0	1		
ENSG00000051523	1209	1315	1838	1249	1887	1156	3675	1711	2432		
ENSG00000167508	180	477	470	350	348	535	1277	1362	1128		
ENSG00000185669	12	12	13	11	29	12	19	9	5		
ENSG00000158717	147	139	95	300	397	315	486	341	382		
ENSG00000259813	0	18	18	50	51	44	89	66	67		
ENSG00000174177	61	152	123	191	161	210	270	363	330		
ENSG00000278341	2	49	26	55	72	83	82	92	82		
ENSG00000284585	0	0	0	0	0	0	0	0	0		
ENSG00000260121	1	753	236	592	884	745	1578	1108	1051		
ENSG00000224888	1	103	94	124	80	65	200	293	234		
ENSG00000260617	0	29	21	50	17	20	67	83	70		
ENSG00000182376	1	0	1	1	0	1	0	1	1		
ENSG00000242430	0	0	0	0	0	0	0	1	0		
ENSG00000103429	455	910	615	1266	2664	3197	4040	1980	1686		
ENSG00000238964	0	0	0	0	0	0	0	0	0		
ENSG00000069764	3	9	3	43	103	62	97	130	38		
ENSG00000261523	0	0	0	0	0	0	0	0	0		
ENSG00000224712	0	0	0	1	6	1	2	0	1		
ENSG00000188897	52	4	8	64	41	31	20	14	35		
ENSG00000159753	159	57	16	57	133	133	93	98	64		
ENSG00000102879	735	262	205	491	1098	727	932	2472	678		
ENSG00000158805	76	821	350	919	1359	984	1590	1624	1131		
ENSG00000167513	212	230	268	473	213	525	596	517	787		
ENSG00000198931	416	928	838	995	901	988	1945	1269	1489		
ENSG00000141012	142	285	355	240	499	550	709	454	556		
ENSG00000129993	15	29	7	28	154	71	94	1086	54		
ENSG00000259881	1	4	4	6	23	13	14	261	12		
ENSG00000261226	0	0	0	0	3	3	4	21	0		
ENSG00000205018	1	0	0	2	4	2	1	17	1		
ENSG00000167515	174	324	219	341	783	845	1069	446	632		
ENSG00000187741	236	1189	493	1380	2271	2109	2908	2029	1862		
ENSG00000259954	0	12	25	30	123	64	80	26	29		
ENSG00000077235	656	879	856	1274	2464	2352	2850	1698	2109		
ENSG00000047578	109	474	238	480	1233	1354	1564	882	1060		
ENSG00000261736	0	0	0	1	0	0	0	0	0		
ENSG00000273553	0	0	0	0	1	0	0	0	0		
ENSG00000201371	0	0	0	0	0	0	0	0	0		
ENSG00000212382	0	0	0	0	0	0	0	0	0		
ENSG00000207266	0	0	0	0	0	0	0	0	0		
ENSG00000127554	26	218	188	258	548	494	760	446	516		
ENSG00000222767	0	0	0	0	1	0	0	0	0		
ENSG00000288601	0	0	0	0	0	0	0	0	0		
ENSG00000222268	0	0	0	0	0	1	1	0	0		
ENSG00000262038	0	0	0	0	0	0	0	0	0		
ENSG00000259866	0	1	0	1	6	6	3	3	2		
ENSG00000261336	4	11	9	5	5	1	7	7	9		
ENSG00000259918	3	6	4	3	6	5	5	6	6		
ENSG00000260497	0	0	0	0	0	0	0	0	0		
ENSG00000287125	3	0	6	9	12	5	1	1	6		
ENSG00000283416	0	0	0	0	0	0	0	0	0		
ENSG00000131148	167	424	225	437	807	869	1208	701	739		
ENSG00000252311	0	3	0	1	10	9	7	6	16		
